product_id,review_rating,reviewer_name,review_title,review_text,review_date,verified_buyer,helpful_votes
28,5,queen queen,Bioderma moisturizer,Such a nice moisturizer. I have oily skin so I am using its night cream,"14 Sep, 2025",True,0
28,5,Oindrila Dey,Best,Good for pores,"15 Jul, 2025",True,3
28,5,Neha Adiga,makes my skin so soft,love this product,"13 Sep, 2025",True,0
29,5,Vrushali Wadile,The Derma co face wash,The derma co 2% sali cinamide anti acne face wash is good for every skin and after using this face was...,"11 Sep, 2025",True,0
29,5,chiroshree biswas,a best face wash,I am using since three months.. it is useful for active acne . my ache problems are not any more after...,"4 Jun, 2025",True,1
29,5,Pallavi Pandey,Its amazing according to my 14 year old daughter,She uses this face wash morning and evening and it has helped her way better than other face washes sh...,"27 Jul, 2025",True,0
30,1,Nety57,Coconut Body Oil,"Palmer's Coconut Oil – Not Ideal for White Clothes

While Palmer's Coconut Oil is great for skin h...","20 Apr, 2025",False,0
30,1,Hunni B,Disappointed In your ingredients,I really wanted to use this product but the fact it has soy bean oil as a main ingredient is a huge ...,"23 Mar, 2021",True,0
30,5,caseym2,love the spray!,The spray makes this so so convenient. It doesnt stay sticky either which is so nice.,"2 Dec, 2020",False,0
30,5,Kenya S,Smooth skin,So I bought this product from my local grocery store period because I wanted some coconut oil and I ...,"10 Nov, 2020",False,0
30,5,Danielle,Hydrating,"I find it hydrates my skin well, it has an oily feel but once it soaks in its fine.. I use it also o...","22 Mar, 2024",False,0
30,1,chandrah,While I do love,"While I do love the idea of this natural product, it is disheartening to find out Palmers is not a c...","9 Jan, 2021",False,0
30,5,BEACHIEYOGI,Fabulous!,I’ve used this oil for years and I love it. The smell is much lighter than the cocoa butter oil. I l...,"25 Dec, 2020",True,0
30,5,Keke,Love this Product,I bought this a month ago and I love it. It keeps me moisturized all day. My skin feel soo much bett...,"23 Nov, 2020",True,0
30,4,cristal3,Not available,"I like this actually for my cuticle oil for my nails , it lightweight but works for me , the smell c...","29 Oct, 2020",False,0
31,5,fathima rafa,best affordable night care lipbalm,it is a ideal lipbalm for night since it doesn't have spf and tint it moisturise lips for a long tim...,"10 Aug, 2025",True,1
31,4,Trishala Raut,Hydrating and moisturizing,"Everything is good, the packaging, the fragrance the smoothness but it should have been more buttery...","8 Jul, 2025",True,1
31,5,RISHIKA pandey,Awesome,Great lip balm keeps nourished and hydrated and is light weight so no heavy feeling on lips,"26 Apr, 2025",True,0
31,4,Seree Patil,good product bad packaging ,This is a very good product but opening it is so very difficult! It takes for to open it! Once openi...,"25 Sep, 2023",True,5
34,5,Cynthia M.,please don't discontinue,Excellent natural looking lip color and decent coverage,"6 Jul, 2025",False,0
34,5,Ariel C.,Creamy and pigmented,Beautiful color and formula. Color looks a little different in person than online. Great longevity,"30 Jun, 2025",False,0
34,5,Ina L.,L’Orange,A beautiful coral/orange color. Goes on smooth! A must have color for summer. I wear it all year rou...,"9 Jun, 2025",False,0
34,5,Gayathri Golla,best lipstick I ever had,"Beautiful color, not too shiny nor glossy, perfectly sits on lips for longer time, best for office w...","16 Feb, 2024",True,0
34,5,Olga K.,Love this,The color is that I expected.It is soft and creamy.The case looks very nice.I like it a lot.,"3 Jul, 2025",False,0
34,5,Paula M.,Silky Smooth,"Love the color, 85 Brun Naturel! It looks natural & goes with everything. I also love how amazing it...","23 Jun, 2025",False,0
34,5,Rose Ann B.,Love this color and formula,[This review was collected as part of a promotion.] Wish this was not discontinued but purchased 4 t...,"15 May, 2025",False,0
39,5,Romika Saharan,Very pretty fragrance,Loved the perfume especially the frangipani notes,"20 Jul, 2025",True,0
39,5,ingax,Feminine perfume,"Beautiful beautiful smell, it last forever! I got so many compliments. Will def be one of my favouri...","12 Nov, 2020",False,0
39,5,Luch,Gorgeous,Long lasting and capturing smell. Had three people asking me about it. Definitely on my Christmas li...,"24 Oct, 2020",False,0
39,2,Maya23,Very sweet and heavy,"i did have higher expactations, unfortunately did not like it. felt too heavy and sweet.","27 Sep, 2020",False,0
39,5,JJB1324,"Sweet, floral grown up",A strong scent to begin with but really transforms and works with you. A sweet and floral but also h...,"15 Sep, 2020",False,0
39,5,Sarah1892,Nice perfume,Never had a Narciso Rodriguez perfume. I’ll definitely buy this one in the future. Smells really goo...,"11 Dec, 2020",False,0
39,4,Pinkgirl,I liked,"Very nice perfume, smell lovely, it’s fantastic, you all will be enjoy","1 Nov, 2020",False,0
39,5,Sara,Amazing,Love this scent! It's my go to scent from now on! It has a strong yet pleasant and not overpowering ...,"19 Oct, 2020",False,0
39,4,cece,Amazing,Subtle flowery scent but gentle. Makes you think of being in a garden with fresh plants.,"21 Sep, 2020",False,0
39,5,Cami,Amazing,"It's smelling amazing, I just love this perfume.......","10 Sep, 2020",False,0
40,5,Anna Daya Priyadharshini,Beautiful scent!,"Perfect vacay fragrance! If you like yellow florals, sweet scents or breezy perfumes, this is the perf...","19 Aug, 2025",True,0
40,3,Jyoti Matharoo,Kayali perfume,"If you smells odd, the fragrance is not that great honestly, it smells like a scented oil.","17 Mar, 2025",True,0
42,5,Pujitha Byragani,Totally worth it,Worth the price !!!! Amazing product,"7 Jun, 2025",True,0
42,4,Kat M.,It's good but I would,[This review was collected as part of a promotion.] It's good but I would like it to have more of br...,"26 Mar, 2025",False,0
42,5,Tamyersy,The wet look,"I absolutely love this balm, it gives you the wet look, you can get the gold glow or just the balm w...","13 Nov, 2024",False,0
42,5,Lisa M.,Bubble Balm highlighter,This is Amazing .Beautiful highlighter very highlighted gorgeous and definitely worth a try .,"10 Mar, 2024",False,0
42,5,Chereace p.,Different!,"Haven’t seen any other highlighter like this, I’ve seen it done in an eyeshadow but never a highligh...","12 Apr, 2023",False,4
42,5,Dawn T.,Absolutely love it!,"Absolutely love it, my face just has that glow about it now.","12 Jan, 2025",False,0
42,5,joanne h.,So pretty,I am so happy with the highlight balm it is so unique and leaves a lovely glow within look on the sk...,"10 Nov, 2024",False,0
42,5,Kelly C.,Unexpectedly my new fave,I misplaced my bronzing pearls and thought I would try these out and I am hooked. Perfect for accent...,"18 Apr, 2023",False,1
42,3,Georgia P.,Very pretty product when you,"Very pretty product when you first get it, but it doesn't stay pretty for long! The shimmer is a bit...","29 Mar, 2023",False,0
45,4,Sanjana S,Unique fragrances,"They smell nice, and the price is very reasonable.","22 Sep, 2024",True,1
46,4,Khushi Rastogi,it's good,little bit of white cast but by leaving for while it disappears,"24 Nov, 2024",True,1
46,5,Kriti Srivastav,Best on skin,Best sunscreen i ever had,"30 Oct, 2024",True,0
47,5,laxmi kanthaiah,Very good product..,It works for me...,"24 Jan, 2025",True,1
47,5,Priyanka T,The texture,"The best moisturizer. It is light weight, very moisturizing. Its costly but the product lasts long.","5 Oct, 2024",True,5
47,3,Swetha Chowdary,Not available,Decent product,"11 Apr, 2024",False,0
47,1,Sana Arshad,"Average moisturiser, nothing special ",It’s an over hyped product. I bought both the serum and moisturiser but didn’t notice anything speci...,"19 Sep, 2023",True,24
47,5,P G,incredible moisturizer ,Amazing product. I have oily skin despite that this moisturizer does an incredible job. This product...,"18 Aug, 2023",True,3
47,1,Tuba Gujar,Overhyped product,If you have dry and sensitive skin never go for this you will regret a lot and secondly not worth th...,"13 Oct, 2024",True,31
47,5,manju swamy,excellent,I was using clinic moisturizer for a long time so was skeptical about this but what a magical nouris...,"13 May, 2024",False,19
47,5,Harshini Pillai,Amazing Moisturiser ,I am in love with this moisturiser… I have always been struggling to get that perfect moisturiser fo...,"4 Oct, 2023",True,9
47,5,laxmi rao,good ,nice,"25 Aug, 2023",False,0
48,5,kulpreet kaur,best,"This lotion is really good for winter. you can use it on your face, hands or body as you prefer.,","18 Jan, 2025",True,4
48,5,Priya Yadav,The best moisturiser,I have used a lot of moisturisers but this one is the best .,"20 Dec, 2024",True,0
48,4,Apoorva Singh,best ,Best for combination skin .,"9 Oct, 2023",True,1
48,5,pooja patil,moisturizer,loved the product,"9 Jan, 2025",True,0
51,4,Varsha Jain,Blue and black tinge in it,It is a good kajal however it wears out from your inner corner. The kajal is smudge proof to 70% and g...,"1 Sep, 2025",True,1
51,1,Jinal shah,bakwas!!!!!!!,It looks black instead of Green and also does not give any finishing in look.,"22 Aug, 2024",True,2
52,5,G B,love it,"the shade is beautiful, looks really good!","11 Jul, 2025",True,0
55,5,Vysh S,Best for combination skin,It really does stay for long and it really is hydrating,"12 Jul, 2025",True,0
56,5,Nina Harris,After two years I finally found a new perfume!,I've been looking for a new perfume for over two years and I stumbled upon this from a sample.  I lo...,"14 Apr, 2025",True,0
56,5,Rosesforever83,I love that I can refill my products so convenient,This is my all time favorite number 1 perfume i use most,"2 Mar, 2025",False,0
56,5,Rajvee Soni,very hot sexy and beautiful fragrance,"Ysl Libre is a sophisticated and bold fragrance that balances florals with warm, spicy undertones. I...","12 Nov, 2024",True,8
56,5,Rajeshwari Jadeja,classic ,"This one is one of my most favorite. Really good lasting, not too strong not too mild. Good for offi...","12 Feb, 2024",False,9
56,5,Shan,My fav!,This is my signature scent no matter how many times I purchase this fragrance n the bottle empty I k...,"3 Mar, 2025",False,1
56,5,MrzE,Love it,"This is such a beautiful scent, it is my daily go to. Great projection and last forever on my skin","1 Mar, 2025",False,0
57,5,shagufta kotwal,plum rice water face wash,this face wash is very nice it's make skin bright and soft must buy,"24 Jun, 2025",True,1
57,3,Mandeep Kaur,not for oily skin,not for oily skin,"25 Jan, 2025",True,0
58,5,Suryakant Patel,quality,It smells so good i love its sweet notes,"8 Sep, 2024",True,0
58,4,Jack D Monkey,Really fierce!,I really enjoy it! The smell is definitely intense and fiery! The strong notes are exactly what I lo...,"30 Oct, 2024",False,0
58,5,Winkie2269,Azzaro wanted. ( Most),"Having been a fan of pure crome, i'd hoped Wanted was another one for me. But although great scent t...","22 Oct, 2024",False,1
58,5,CL77777777,Smells great,Smells great received many compliments would consider buying a whole bottle 100%,"21 Oct, 2024",False,0
58,5,Crmnln,Lovely autumnal scent,"Sample received, love the tones for this perfume, perfect for this season","19 Oct, 2024",False,0
58,4,Temz,Azzaro wanted,Received a sample perfume to try.My husband love the scent. Sample size was quite less to have all d...,"25 Nov, 2024",False,1
58,5,Lkitson,Amazing smell,Long lasting will definitely be buying this perfume,"27 Oct, 2024",False,0
58,5,Cl77777,Smells great,"Smells great received many compliments would consider buying a whole bottle 100%, very open to smell...","21 Oct, 2024",False,0
58,5,anastasiailjina,Great perfume,The perfume is intense and really pleasant. I felt in love since the first time I tried it.,"20 Oct, 2024",False,0
58,4,Ercots,Wanted,"Warm,woody and spicy great for a night out with your partner","18 Oct, 2024",False,0
59,5,Arushi Dubey,Great combo,Both products are genuine,"22 Aug, 2025",True,0
60,5,Sanskriti Naithani,Nice shade and balanced tones,good and easily blendable and a very great neutral contour shade,"9 Sep, 2025",True,0
60,5,Neha Adiga,Love the texture.,Looks great on NC35 skin tones.,"25 Aug, 2025",True,0
60,5,Priyanshi Rao,This shade is amazing for fair skin,Love it,"9 Jul, 2025",True,1
60,4,Sadhana Chaudhary,Golden sun,"It's liquid contour easy to blend cream non sticky also best for beginners too , if someone is mediu...","31 Mar, 2025",True,3
60,4,Hennah OC,Good.,Texture is good. It’s for fair skin. cool tone. Good for contour. Thank you Tira for timely delivery...,"8 Sep, 2025",True,0
60,4,mansa sa,very light weight and te container is very attractive.,this is a very good product.,"31 Jul, 2025",True,0
60,4,anu k,I love it the first time I found a contour that blends so well,love it,"11 Apr, 2025",True,4
61,5,Tehmin Shaikh,Don't apply on active acne,Just wow product amazing saw result from 1 apply,"1 Sep, 2025",True,0
61,5,sohna pervin,good product,"best product for comedonal acne, black head and white heads.","25 May, 2025",True,4
61,5,Jyothi Joseph,Helps dry out pimples,I've been using it twice a day whenever a pimple pops up. It helps dry them out. Very effective.,"30 Jan, 2025",True,11
61,5,Snehal Korate,Wonderful,"The product works, wonders people who with acne skin, should definitely use it people with dark unde...","19 Jan, 2025",True,19
61,5,Anjali Kumari,Nice product,"its a good product, go for it","21 Jun, 2025",True,2
61,5,priya priyadarshi,nicely done..good exfoliating peel,if u felt ichiy or burning don't worry at first your skin is not used to it to absorb strong exfolia...,"10 May, 2025",True,6
61,5,Rohit kumar,"awesome tira, giving 25% off on ordinary product",it kind of suit to all skin and no harsh on skin,"15 Mar, 2025",True,1
61,5,Minhaz Uddin,Definitely go for this product,"If you're going through dull skin or having breakouts, just go for this product. Don't fall trap in ...","27 Jan, 2025",True,33
62,4,Alisha Sharma,wow..,expensive.. but I got on sale with free bies... look of the palette is too good... in love with pigm...,"17 Aug, 2025",True,0
62,5,Angela509,Amazing Formula,"I bought this palette in September of 2023, but just now was able to use and it is the most beautifu...","22 Mar, 2024",False,1
62,5,Jay Valdes,MUST HAVE,The shadows are so creamy and blend out so nicely! Love this pallete!!!,"7 Nov, 2023",False,2
62,5,Tejoko,Great colors,Bought this for my daughter in law / she loves the vivid fall colors and the compliment her red hair...,"6 Oct, 2023",False,4
62,5,Katlyn,Love!,"I purchased during early access, it was a YES immediately for me after seeing the color story. I hav...","5 Oct, 2023",False,4
62,5,Estela,Amazing colors,I love the colors some muted yet others so vibrant.,"15 Oct, 2024",False,0
62,5,Jeannette Pro MUA,Stunning performance ♥️,It’s a piece of art! I love everything about this palette. Gorgeous formula ♥️🌹💄,"22 Nov, 2023",False,7
62,5,Sass,Great pigmentation and applies like butter.,This palette is beautiful and I am delighted I purchase it.,"7 Oct, 2023",False,3
62,5,Lizzy G,New Favorite Palette,"I absolutely LOVE this palette.  The colors are gorgeous and very pigmented. There is no fall out, s...","5 Oct, 2023",False,4
62,5,Itsmisty22,Blend with ease!,I am loving this palette and also the cosmos palette ABH did not disappoint with this the colors the...,"3 Oct, 2023",False,2
63,5,Nikita Katiyar,Smells Good,It comes in a bulky aluminium tube and smells pleasant.,"18 Dec, 2024",True,3
64,5,Priya Ashok,Awesome shade,Loved this shade,"14 Aug, 2025",True,0
64,4,swati katna,cool,nice shades,"16 May, 2025",True,10
64,1,Simi Simi,No long lasting,No long lasting paise khrab stay hai ni,"9 Sep, 2024",True,1
64,5,63ae683ff3e78124f3db816b,Great!,Great,"7 Jul, 2025",True,1
64,5,Rumela Ganguly,New version is better than old version,The newer version is way more long lasting than the old version. Mac mehr is my favourite nude lipst...,"12 May, 2025",True,2
64,4,Sandina Christian,Diva,"awesome shade... perfect for those who love dark shades of burgendy, maroon.. worth to buy.","3 Nov, 2024",True,2
64,1,Bhavan Wadhwa,Not original,The product they sent me was not original at all i can feel it i am a regular mac liptstick user i c...,"19 Aug, 2024",True,13
67,5,sidhi kumari,I'm love with this sunscreen 😍,"it's lightweight, gives a bit glowing shine yet non greasy.","20 Apr, 2025",True,0
67,4,shilpi sahu,Found best sunscreen for myself,"loving it ..leaves face glowing whole day !! No white cast, skin doesn't feel dry, absorbs well","18 Mar, 2025",True,0
67,3,Srinanda Das,Not suitable for my skin,"love the texture of the sunscreen and how it sits on skin.But every time I apply it on my skin,I bre...","29 Jul, 2024",True,2
73,5,nilz,great products,I am so happy about the product and i hope to buy more in future,"22 Feb, 2025",True,0
73,5,Keke,Si Intense,"This scent reminds me of being wrapped in a cozy, warm blanket by the fireplace.  It is just right. ...","5 Oct, 2024",False,1
73,5,Cheyenne Drum,Amazing sent,Smells absolutely beautiful a sweet but yet strong smell best from the collection by far,"29 Aug, 2024",False,1
73,5,Ameena,Love this,"My husband bought this 9 months ago , i love this♥️♥️♥️♥️
After this i never used any other perfume ...","19 Aug, 2024",False,0
73,5,prada,the best perfume ever been wearing it for years,i get so many comments on what i’m wearing and if last on your clothes forever,"29 Jul, 2024",False,0
73,5,Karen,Love it,I love this perfume I keep on buying and buying and I will always do it,"13 Nov, 2024",True,1
73,5,Karen,My favavorite perfum,I have bought this perfume couple times for myself I love it and now my teenage daughter loves it an...,"14 Sep, 2024",False,1
73,5,Karen,I love this perfume,Every time I wear this perfume I get stop to be ask what I am using I will always recommend it and I...,"27 Aug, 2024",False,1
73,1,Abeks,Unexpected,"This particular fragrance, doesn’t last long. After 20mins it’s done. And for the amount spent on th...","10 Aug, 2024",False,0
73,5,Aprilash,The Si fragrance smells like gold if gold ♥️,The new Si fragrance is definitely worth it. I love the smell on my skin and clothes.,"25 May, 2024",True,1
76,5,Tanushree Ghosh,Long lasting fragrance,The perfume has a long lasting fragrance & smells very good. I used it in a hot & humid weather and ...,"28 Aug, 2025",True,0
76,5,yanness1,The best fragrance,"The best fragance and long lasting, I also recommend this website","14 Jul, 2025",False,0
76,5,AleKel,Touch of Heaven,"That's what it smells like, a touch of heaven.
I receive compliments anytime I'm in an elevator, a ...","14 Jul, 2025",False,0
76,4,Lilianp,Honest,This scent gets stronger and starts to feel like a heavy smell after contant use,"12 Jul, 2025",False,0
76,5,JO1234,La Vie Est Belle,"Beautiful,  feminine, delicate fragrance! 
I would recomended this fragrance to 
anyone that appre...","11 Jul, 2025",False,0
76,5,Heavenly830,Amazing smell,Long lasting fragrance constantly get compliments My go to fragrance,"14 Jul, 2025",False,0
76,5,Lisa24$,Love this scent.,My favorite perfume. I get so many compliments when I wear this scent.,"14 Jul, 2025",False,0
76,5,Amani.Z,Amazingly unique,I love this perfume. I have been wearing it for years. It became my classical signature. I always go...,"12 Jul, 2025",False,1
76,5,Devin Marie,My signature scent,I have been using this perfume for YEARS! I get compliments all the time and people asking me what i...,"12 Jul, 2025",False,0
76,5,Kandu,beautiful perfume,This is my signature perfume. have gotten many compliments wearing it. Have beem using it for 10 yea...,"11 Jul, 2025",False,0
77,5,madhu gudavalli,works well,perfect for frizzy hair,"22 Aug, 2025",True,0
77,5,Aarohi Sharma,Best shampoo,Must try,"11 Jun, 2025",True,0
81,4,Aditi Roy,Liked it,"Does the job, but the pencil is too thin.","11 Sep, 2025",True,0
81,5,sania khan,Natural look,It's very nice gives natural fluffy brows with fine tip definitely go for it,"15 Aug, 2025",True,0
85,5,Nidhi Vinaik,Mystic and enchanting,"Loved the perfume, long lasting and enchanting","25 Aug, 2024",True,0
85,5,sankavi Jayakumar,Divine fragrance,"most awaited purchase of mine,love this fragrance. I tried the same fragrance in Hyderabad Airport and...","7 Sep, 2024",True,2
87,1,Sudarshan Pawar,Even “Mediocre” is an understatement,I loved all other fragrances of MB . From starwalker till explorer I blind bought this one relying o...,"5 Dec, 2024",True,0
87,5,Cote,Love this Cologne!,I have been trying for years to find a cologne that has worked for me and I have finally found it wi...,"3 Feb, 2023",False,0
87,5,Di123,Great,"Excellent Montblanc Legend Red Eau de Parfum 3.3 fl.oz
I Have used many perfumes. Always have issue...","7 Jan, 2023",False,0
87,5,.jptheprez,Great Smelling Scent,Montblanc Legend takes the same original Legends and mixes it up with doses of citruses and woods to...,"28 Dec, 2022",False,0
87,5,jenny34,smells nice,I got this for my husband and he really liked it. It is earthy and masculine while also crisp. It do...,"23 Dec, 2022",False,0
87,5,preston123,Sophisticated and high quality,I really like this cologne. I have tried other Montblanc colognes before and they have all be qualit...,"15 Mar, 2023",False,0
87,5,Bluemarigold,So good!,"Oh this smells devine on my man. The bottle itself is gorgeous and luxurious looking, the red is gor...","7 Jan, 2023",False,0
87,5,Ute89,Great,This was an amazing fragrance. My husband is very impressed with it and Montblanc Legend Red Eau de ...,"2 Jan, 2023",False,0
87,4,Jennifarout,Bold clean scent,I liked the citrus fresh and clean overtones mixed together with the warm woodsy undertones of this ...,"24 Dec, 2022",False,0
87,5,Fairfaxbiker,Smells amazing!,Great stuff!  Great looking bottle and amazing smell. Everyone really seems to like it around me. I ...,"22 Dec, 2022",False,0
90,4,Hanna Gupta,Creamy matte lipstick,"Love this colour, it's an everyday nude shade","22 Jul, 2025",True,0
90,5,Rukhsar Hasan,Pretty shade,It glides like butter and looks really pretty and natural.,"19 Apr, 2025",True,5
90,5,Pragti Raaj,Macximal Mac mini lipstick Ruby woo,Beautiful red. And the formula is comfortable . I love how it leaves a tint when it begins to fade. ...,"22 Jul, 2025",True,1
